 --- Timing ---
Full run: 4.2685 minutes (2.561102e+02 secs)
Ranking computation: 4.12248 minutes (2.473488e+02 secs)
Ranking is: ~96.5791% of the run time
 
 --- Rankings ---
 V   	AEF                   IF	
"7218"	0.0000171231 	           3
"7219"	0.0000110077 	           2
"7220"	0.0000055038 	           1
"7221"	0.0000055038 	           1
"7223"	0.0000055038 	           1
"7224"	0.0000055038 	           1
"7225"	0.0000911237 	          15
"7226"	0.0000222648 	           4
"7227"	0.0000055038 	           1
"7228"	0.0000055038 	           1
"7229"	0.0000110077 	           2
"7233"	0.0000730659 	          13
"7234"	0.0000055038 	           1
"7235"	0.0000055038 	           1
"7238"	0.0000110669 	           2
"7241"	0.0000055038 	           1
"7242"	0.0000055038 	           1
"7243"	0.0000224932 	           4
"7244"	0.0000220154 	           4
"7245"	0.0000385269 	           7
"7246"	0.0000055038 	           1
"7249"	0.0000165115 	           3
"7250"	0.0000055038 	           1
"7253"	0.0000110077 	           2
"7256"	0.0002110483 	          35
"7257"	0.0000232156 	           4
"7259"	0.0001193298 	          20
"7260"	0.0000110077 	           2
"7261"	0.0000055038 	           1
"7262"	0.0000055038 	           1
"7263"	0.0000055038 	           1
"7265"	0.0000055038 	           1
"7266"	0.0000055038 	           1
"7267"	0.0000055038 	           1
"7268"	0.0000055038 	           1
"7269"	0.0000055038 	           1
"7270"	0.0000055038 	           1
"7271"	0.0000111115 	           2
"7272"	0.0000110077 	           2
"7273"	0.0000390511 	           7
"7274"	0.0000055038 	           1
"7275"	0.0000385269 	           7
"7276"	0.0000055038 	           1
"7277"	0.0000055038 	           1
"7280"	0.0000984518 	          17
"7281"	0.0000110077 	           2
"7282"	0.0000055038 	           1
"7283"	0.0000055038 	           1
"7284"	0.0000055038 	           1
"7285"	0.0000055038 	           1
"7286"	0.0000055038 	           1
"7287"	0.0000055038 	           1
"7288"	0.0000724239 	          13
"7289"	0.0000055038 	           1
"7290"	0.0000055038 	           1
"7291"	0.0000055038 	           1
"7292"	0.0000165115 	           3
"7293"	0.0000167580 	           3
"7294"	0.0000055038 	           1
"7295"	0.0000110077 	           2
"7296"	0.0000055038 	           1
"7298"	0.0000055038 	           1
"7299"	0.0000849698 	          15
"7300"	0.0000055038 	           1
"7302"	0.0000055038 	           1
"7303"	0.0000451895 	           8
"7304"	0.0000165115 	           3
"7305"	0.0000170275 	           3
"7306"	0.0000165779 	           3
"7307"	0.0001142612 	          19
"7308"	0.0000055038 	           1
"7309"	0.0000110077 	           2
"7310"	0.0000055038 	           1
"7311"	0.0000275192 	           5
"7313"	0.0000398738 	           7
"7315"	0.0000110077 	           2
"7317"	0.0000055038 	           1
"7318"	0.0000055038 	           1
"7319"	0.0000220154 	           4
"7320"	0.0000055038 	           1
"7321"	0.0000220154 	           4
"7323"	0.0000110077 	           2
"7324"	0.0004333744 	          66
"7325"	0.0000110077 	           2
"216"	0.0000504459 	           8
"7326"	0.0000515238 	           9
"7327"	0.0000055038 	           1
"7328"	0.0000055038 	           1
"7329"	0.0000681383 	          12
"7330"	0.0000227034 	           4
"7331"	0.0000055038 	           1
"7333"	0.0000730948 	          13
"7334"	0.0000055038 	           1
"7335"	0.0000055038 	           1
"7336"	0.0000110077 	           2
"7337"	0.0000055038 	           1
"7339"	0.0000597136 	           9
"7341"	0.0000055038 	           1
"7342"	0.0000364189 	           6
"7344"	0.0000055038 	           1
"7347"	0.0002139379 	          35
"7349"	0.0000110077 	           2
"7351"	0.0000055038 	           1
"7352"	0.0000055038 	           1
"7353"	0.0000055038 	           1
"7354"	0.0000055038 	           1
"7355"	0.0000055038 	           1
"7356"	0.0000055038 	           1
"7357"	0.0000055038 	           1
"7358"	0.0000055038 	           1
"7359"	0.0000055038 	           1
"7360"	0.0000055038 	           1
"7361"	0.0000055038 	           1
"7362"	0.0000055038 	           1
"7363"	0.0000055038 	           1
"7364"	0.0000055038 	           1
"7365"	0.0000055038 	           1
"7366"	0.0000055038 	           1
"7367"	0.0000055038 	           1
"7368"	0.0000055038 	           1
"7369"	0.0000055038 	           1
"7370"	0.0000055038 	           1
"7371"	0.0000055038 	           1
"7372"	0.0000055038 	           1
"7373"	0.0000055038 	           1
"7374"	0.0000055038 	           1
"7375"	0.0000055038 	           1
"7376"	0.0000055038 	           1
"7377"	0.0000055038 	           1
"7378"	0.0000055038 	           1
"7379"	0.0000055038 	           1
"7381"	0.0000165115 	           3
"7383"	0.0000283059 	           5
"7384"	0.0000165115 	           3
"7385"	0.0000055038 	           1
"7386"	0.0000110077 	           2
"7387"	0.0001326769 	          15
"7389"	0.0000292327 	           5
"7390"	0.0000190952 	           3
"7392"	0.0000165115 	           3
"7393"	0.0000110077 	           2
"7394"	0.0000055038 	           1
"7395"	0.0000446463 	           8
"7397"	0.0000055038 	           1
"7398"	0.0000055038 	           1
"7399"	0.0000165115 	           3
"7402"	0.0000055038 	           1
"7403"	0.0000055038 	           1
"7404"	0.0000165115 	           3
"7409"	0.0000055038 	           1
"7410"	0.0000110077 	           2
"7412"	0.0000454221 	           8
"7413"	0.0000165830 	           3
"7414"	0.0000250308 	           4
"7415"	0.0000055038 	           1
"7416"	0.0000055038 	           1
"7417"	0.0000055038 	           1
"7418"	0.0000166644 	           3
"7419"	0.0000222231 	           4
"7422"	0.0000332348 	           6
"7423"	0.0000110077 	           2
"7424"	0.0001313889 	          16
"7425"	0.0003114320 	          45
"7428"	0.0000110077 	           2
"7430"	0.0000055038 	           1
"7431"	0.0000894424 	          14
"7432"	0.0001821281 	          31
"7434"	0.0000055038 	           1
"7435"	0.0000055038 	           1
"7437"	0.0000112829 	           2
"7438"	0.0000445470 	           8
"7440"	0.0000169243 	           3
"7441"	0.0000170357 	           3
"7442"	0.0000055038 	           1
"7443"	0.0000620352 	          11
"7444"	0.0000055038 	           1
"7445"	0.0000220154 	           4
"7446"	0.0000224872 	           4
"7447"	0.0000170511 	           3
"7448"	0.0000282206 	           5
"7449"	0.0000286353 	           5
"7451"	0.0001371566 	          24
"7454"	0.0001685731 	          27
"7456"	0.0000165115 	           3
"7457"	0.0000602338 	          10
"7458"	0.0000710272 	          12
"7459"	0.0000055038 	           1
"7460"	0.0001046791 	          18
"7463"	0.0000055038 	           1
"7464"	0.0000055038 	           1
"7465"	0.0000055038 	           1
"7466"	0.0000055038 	           1
"7467"	0.0000055038 	           1
"7468"	0.0000055038 	           1
"7469"	0.0000055038 	           1
"7470"	0.0000055038 	           1
"7471"	0.0000055038 	           1
"7472"	0.0000055038 	           1
"7473"	0.0000055038 	           1
"7474"	0.0000055038 	           1
"7475"	0.0000055038 	           1
"7476"	0.0000055038 	           1
"7477"	0.0000055038 	           1
"7478"	0.0000055038 	           1
"7479"	0.0000055038 	           1
"7481"	0.0000165707 	           3
"7486"	0.0000223594 	           4
"7490"	0.0000055038 	           1
"7491"	0.0000124646 	           2
"7494"	0.0000291012 	           5
"7496"	0.0000282706 	           5
"7497"	0.0000732487 	          13
"7501"	0.0000110077 	           2
"7502"	0.0000055038 	           1
"7503"	0.0002011972 	          32
"7505"	0.0000123027 	           2
"7506"	0.0000235398 	           4
"7520"	0.0000055038 	           1
"7521"	0.0000055038 	           1
"7523"	0.0000110077 	           2
"7524"	0.0000055038 	           1
"7525"	0.0000055038 	           1
"7526"	0.0000055038 	           1
"7527"	0.0000055038 	           1
"7528"	0.0000055038 	           1
"7529"	0.0000055038 	           1
"7530"	0.0000110077 	           2
"7531"	0.0000055038 	           1
"7532"	0.0000165115 	           3
"7533"	0.0000055038 	           1
"7534"	0.0000110077 	           2
"7535"	0.0000055038 	           1
"7536"	0.0000055038 	           1
"7537"	0.0000055038 	           1
"7538"	0.0000055038 	           1
"7539"	0.0000110077 	           2
"7540"	0.0000055038 	           1
"7541"	0.0000055038 	           1
"7542"	0.0000055038 	           1
"7543"	0.0000055038 	           1
"7545"	0.0000110077 	           2
"7546"	0.0000055038 	           1
"7556"	0.0000055038 	           1
"7557"	0.0000165115 	           3
"7558"	0.0000055038 	           1
"7559"	0.0000055038 	           1
"7560"	0.0000055038 	           1
"7562"	0.0000165115 	           3
"7563"	0.0000166098 	           3
"7564"	0.0000110077 	           2
"7565"	0.0000055038 	           1
"7567"	0.0001776856 	          32
"7568"	0.0000055038 	           1
"7569"	0.0000055038 	           1
"7571"	0.0000110077 	           2
"7572"	0.0000297532 	           5
"7573"	0.0000229859 	           4
"7574"	0.0000474939 	           8
"7575"	0.0000055038 	           1
"7594"	0.0000055038 	           1
"7595"	0.0000055038 	           1
"7596"	0.0000055038 	           1
"7597"	0.0000055038 	           1
"7598"	0.0000055038 	           1
"7599"	0.0000055038 	           1
"7600"	0.0000055038 	           1
"7601"	0.0000055038 	           1
"7602"	0.0000055038 	           1
"7603"	0.0000275192 	           5
"7604"	0.0000275192 	           5
"7605"	0.0000055038 	           1
"7606"	0.0000773520 	          14
"7607"	0.0000055038 	           1
"7608"	0.0000055038 	           1
"7609"	0.0000055038 	           1
"7610"	0.0000055038 	           1
"7611"	0.0000112025 	           2
"7612"	0.0000110077 	           2
"7613"	0.0000111650 	           2
"7614"	0.0000275192 	           5
"7615"	0.0000165115 	           3
"7616"	0.0000393633 	           7
"7617"	0.0000458132 	           8
"7618"	0.0000281919 	           5
"7620"	0.0000277027 	           5
"7621"	0.0000704447 	          12
"7623"	0.0000661520 	          12
"7624"	0.0000253511 	           4
"7626"	0.0000110077 	           2
"7627"	0.0000055038 	           1
"7629"	0.0000115871 	           2
"7631"	0.0001060425 	          19
"7632"	0.0001173027 	          20
"7633"	0.0000165115 	           3
"7634"	0.0000948324 	          16
"7637"	0.0000385269 	           7
"7638"	0.0000620844 	           7
"7639"	0.0000055038 	           1
"7640"	0.0000055038 	           1
"7641"	0.0000402750 	           7
"7642"	0.0000110077 	           2
"7643"	0.0000110077 	           2
"7644"	0.0000055038 	           1
"7646"	0.0000445382 	           8
"7647"	0.0000275192 	           5
"7648"	0.0000222714 	           4
"7649"	0.0000110077 	           2
"7650"	0.0000110077 	           2
"7651"	0.0000624066 	          11
"7652"	0.0000055038 	           1
"7653"	0.0000055038 	           1
"7654"	0.0000503225 	           9
"7655"	0.0000442028 	           8
"7656"	0.0000220154 	           4
"7657"	0.0000055038 	           1
"7658"	0.0000110077 	           2
"7659"	0.0000313616 	           4
"7660"	0.0000278877 	           5
"7661"	0.0000110077 	           2
"7662"	0.0000110077 	           2
"7663"	0.0000055038 	           1
"7665"	0.0000110077 	           2
"7666"	0.0000165969 	           3
"7667"	0.0000115871 	           2
"7668"	0.0000055038 	           1
"7669"	0.0000224741 	           4
"7670"	0.0000055038 	           1
"7671"	0.0000055038 	           1
"7672"	0.0000207923 	           3
"7673"	0.0000220154 	           4
"7674"	0.0000055038 	           1
"7675"	0.0000055038 	           1
"7676"	0.0000901888 	          15
"7677"	0.0000333755 	           5
"7678"	0.0000385269 	           7
"7679"	0.0000055038 	           1
"7680"	0.0000055038 	           1
"7682"	0.0000168754 	           3
"7683"	0.0000110077 	           2
"7684"	0.0000110077 	           2
"7685"	0.0000055038 	           1
"21350"	0.0000618736 	          11
"7686"	0.0000055038 	           1
"7687"	0.0000055038 	           1
"7688"	0.0000055038 	           1
"7689"	0.0000110077 	           2
"7690"	0.0000055038 	           1
"7691"	0.0000227256 	           4
"7692"	0.0000055038 	           1
"7693"	0.0000894198 	          15
"7694"	0.0000608726 	          11
"7696"	0.0000283532 	           5
"7697"	0.0000340794 	           6
"7698"	0.0000055038 	           1
"7700"	0.0001020084 	          15
"384"	0.0000055038 	           1
"7701"	0.0000055038 	           1
"7702"	0.0000055038 	           1
"7703"	0.0000055038 	           1
"7704"	0.0000055038 	           1
"7705"	0.0000165115 	           3
"7706"	0.0000055038 	           1
"7707"	0.0000055038 	           1
"7708"	0.0000055038 	           1
"7709"	0.0000055038 	           1
"7710"	0.0000055038 	           1
"7711"	0.0000055038 	           1
"7712"	0.0000055038 	           1
"7713"	0.0000055038 	           1
"7714"	0.0000055038 	           1
"7715"	0.0000055038 	           1
"7716"	0.0000055038 	           1
"7717"	0.0000055038 	           1
"7718"	0.0000055038 	           1
"7719"	0.0000055038 	           1
"7720"	0.0000055038 	           1
"7721"	0.0000055038 	           1
"7722"	0.0000055038 	           1
"7723"	0.0000055038 	           1
"7724"	0.0000055038 	           1
"7725"	0.0000055038 	           1
"7726"	0.0000055038 	           1
"7727"	0.0000055038 	           1
"7728"	0.0000055038 	           1
"7729"	0.0000055038 	           1
"7730"	0.0000110077 	           2
"7732"	0.0000055038 	           1
"7733"	0.0000055038 	           1
"7734"	0.0000110765 	           2
"7735"	0.0000055038 	           1
"7736"	0.0000165803 	           3
"7758"	0.0000055038 	           1
"7759"	0.0000055038 	           1
"7760"	0.0000055038 	           1
"7761"	0.0000055038 	           1
"7762"	0.0000055038 	           1
"7763"	0.0000165115 	           3
"7768"	0.0000733294 	          13
"7770"	0.0000055038 	           1
"7771"	0.0000055038 	           1
"7774"	0.0000110077 	           2
"7775"	0.0000121543 	           2
"7777"	0.0000055038 	           1
"7779"	0.0000055038 	           1
"7780"	0.0000223594 	           4
"7781"	0.0000055038 	           1
"7782"	0.0000055038 	           1
"7783"	0.0000055038 	           1
"7784"	0.0000055038 	           1
"7785"	0.0000055038 	           1
"7786"	0.0000055038 	           1
"7787"	0.0000055038 	           1
"7788"	0.0000055038 	           1
"7789"	0.0000055038 	           1
"7790"	0.0000170119 	           3
"7791"	0.0000055038 	           1
"7792"	0.0000110077 	           2
"7793"	0.0000165115 	           3
"7794"	0.0000221277 	           4
"7795"	0.0000221901 	           4
"7796"	0.0000165115 	           3
"7799"	0.0000225157 	           4
"7800"	0.0000055038 	           1
"7802"	0.0000334694 	           6
"7803"	0.0000166018 	           3
"7804"	0.0000055038 	           1
"7805"	0.0000165115 	           3
"7808"	0.0000165115 	           3
"7810"	0.0000111224 	           2
"7812"	0.0000781601 	          14
"7813"	0.0000055038 	           1
"7815"	0.0000811091 	          14
"7816"	0.0000110077 	           2
"7817"	0.0000165925 	           3
"7819"	0.0000373997 	           6
"7820"	0.0000391321 	           7
"7821"	0.0000168137 	           3
"7822"	0.0000447779 	           8
"7823"	0.0000839088 	          14
"7824"	0.0000331978 	           6
"7825"	0.0000055038 	           1
"7826"	0.0000386718 	           7
"7827"	0.0000165115 	           3
"7828"	0.0001052692 	          18
"7829"	0.0001594182 	          27
"7830"	0.0000208072 	           3
"7831"	0.0000176909 	           3
"7832"	0.0000288035 	           5
"7833"	0.0000391493 	           7
"7834"	0.0000055038 	           1
"7835"	0.0000055038 	           1
"7836"	0.0000055038 	           1
"7837"	0.0000055038 	           1
"7838"	0.0000278198 	           5
"7839"	0.0000395572 	           7
"7843"	0.0000055038 	           1
"7844"	0.0000167013 	           3
"7845"	0.0000220154 	           4
"7846"	0.0000338829 	           6
"7847"	0.0000221173 	           4
"7848"	0.0000116192 	           2
"7849"	0.0000690176 	          12
"7851"	0.0000429291 	           6
"7852"	0.0000173806 	           3
"7853"	0.0000055038 	           1
"7854"	0.0000055038 	           1
"7855"	0.0001168091 	          20
"7856"	0.0000055038 	           1
"7857"	0.0000110077 	           2
"7858"	0.0000284829 	           5
"7860"	0.0000667850 	          12
"7861"	0.0000055038 	           1
"7862"	0.0000110077 	           2
"7863"	0.0000055038 	           1
"7864"	0.0000110077 	           2
"7865"	0.0000110077 	           2
"7866"	0.0000165115 	           3
"7867"	0.0000055038 	           1
"7868"	0.0000055038 	           1
"7869"	0.0000055038 	           1
"7870"	0.0000055038 	           1
"7871"	0.0000055038 	           1
"7872"	0.0000110077 	           2
"7873"	0.0000110077 	           2
"7874"	0.0000110077 	           2
"7875"	0.0000055038 	           1
"7876"	0.0000055038 	           1
"7878"	0.0000055038 	           1
"7879"	0.0000110077 	           2
"7880"	0.0000055038 	           1
"7881"	0.0000110077 	           2
"7882"	0.0000055038 	           1
"7883"	0.0000110077 	           2
"7885"	0.0000167232 	           3
"7886"	0.0000055038 	           1
"7887"	0.0000110622 	           2
"7888"	0.0000110077 	           2
"7889"	0.0000113135 	           2
"7890"	0.0000110077 	           2
"7891"	0.0000165115 	           3
"7892"	0.0000167409 	           3
"7893"	0.0000500526 	           9
"7894"	0.0000055038 	           1
"7895"	0.0000502806 	           9
"7896"	0.0000221602 	           4
"7897"	0.0000110077 	           2
"7898"	0.0000387135 	           7
"7899"	0.0000392500 	           7
"7900"	0.0000112370 	           2
"7901"	0.0000283537 	           5
"7902"	0.0000112370 	           2
"7903"	0.0000112370 	           2
"7904"	0.0000055038 	           1
"7905"	0.0000395926 	           7
"7906"	0.0000173455 	           3
"7907"	0.0000055038 	           1
"7908"	0.0000055038 	           1
"7909"	0.0000616772 	          11
"7910"	0.0000234282 	           4
"7911"	0.0000055038 	           1
"7912"	0.0000055038 	           1
"7913"	0.0000055038 	           1
"7914"	0.0000055038 	           1
"7915"	0.0000055038 	           1
"7916"	0.0000055038 	           1
"7917"	0.0000055038 	           1
"7918"	0.0000055038 	           1
"7919"	0.0000055038 	           1
"7920"	0.0000055038 	           1
"7921"	0.0000055038 	           1
"7922"	0.0000173246 	           3
"7923"	0.0000055038 	           1
"7924"	0.0000055038 	           1
"7925"	0.0000583049 	          10
"7926"	0.0000110077 	           2
"7927"	0.0000055038 	           1
"7928"	0.0000055038 	           1
"7929"	0.0000055038 	           1
"7930"	0.0000055038 	           1
"7931"	0.0000275192 	           5
"7932"	0.0000055038 	           1
"7933"	0.0000055038 	           1
"7934"	0.0000055038 	           1
"7935"	0.0000055038 	           1
"7936"	0.0000055038 	           1
"7937"	0.0000055038 	           1
"7938"	0.0000055038 	           1
"7939"	0.0000110077 	           2
"7940"	0.0000055038 	           1
"7941"	0.0000055038 	           1
"7942"	0.0000055038 	           1
"7943"	0.0000223051 	           4
"7944"	0.0000165115 	           3
"7945"	0.0000166018 	           3
"7946"	0.0000055038 	           1
"7947"	0.0000055038 	           1
"7948"	0.0000055038 	           1
"7949"	0.0000055038 	           1
"7951"	0.0000165115 	           3
"7953"	0.0000055038 	           1
"7954"	0.0000165115 	           3
"7955"	0.0000055038 	           1
"7957"	0.0000558439 	          10
"7958"	0.0000055038 	           1
"7960"	0.0000278250 	           5
"7961"	0.0000055038 	           1
"7962"	0.0000055038 	           1
"7963"	0.0000055038 	           1
"7964"	0.0000110077 	           2
"7965"	0.0000220154 	           4
"7966"	0.0000275192 	           5
"7967"	0.0000110077 	           2
"7968"	0.0000117179 	           2
"7969"	0.0000386116 	           7
"7972"	0.0000055038 	           1
"7973"	0.0000394387 	           6
"7974"	0.0000669061 	          11
"7976"	0.0000055038 	           1
"7977"	0.0000330231 	           6
"7979"	0.0000055038 	           1
"7980"	0.0000110077 	           2
"7981"	0.0000055038 	           1
"7982"	0.0000276811 	           5
"7983"	0.0001037723 	          18
"7984"	0.0002195729 	          36
"7985"	0.0000055038 	           1
"7986"	0.0000165115 	           3
"7987"	0.0000400664 	           7
"7989"	0.0000579879 	          10
"7991"	0.0000836563 	          15
"7992"	0.0000501002 	           8
"7993"	0.0000233104 	           4
"7996"	0.0000110077 	           2
"7997"	0.0000055038 	           1
"7998"	0.0000055038 	           1
"7999"	0.0000265509 	           4
"8000"	0.0000986903 	          17
"8002"	0.0000055038 	           1
"8003"	0.0000055038 	           1
"8006"	0.0001660808 	          29
"114"	0.0000913861 	          15
"8008"	0.0000055038 	           1
"8009"	0.0000055038 	           1
"8010"	0.0000165115 	           3
"8012"	0.0000055038 	           1
"8013"	0.0000055038 	           1
"8015"	0.0000111665 	           2
"8016"	0.0000196014 	           3
"8019"	0.0000623289 	          10
"8020"	0.0000055038 	           1
"8021"	0.0000285549 	           4
"8022"	0.0000459643 	           7
"8023"	0.0000114080 	           2
"8024"	0.0000055038 	           1
"8025"	0.0000169349 	           3
"8026"	0.0000055038 	           1
"8027"	0.0000110077 	           2
"8028"	0.0000055038 	           1
"8029"	0.0000165115 	           3
"8030"	0.0000055038 	           1
"8031"	0.0000055038 	           1
"8032"	0.0000165115 	           3
"8033"	0.0000055038 	           1
"8035"	0.0000055038 	           1
"8036"	0.0000222052 	           4
"8037"	0.0000167013 	           3
"8038"	0.0000055038 	           1
"8039"	0.0000223021 	           4
"8042"	0.0000389912 	           7
"8043"	0.0000165115 	           3
"8044"	0.0000055038 	           1
"8046"	0.0000055038 	           1
"8047"	0.0001814453 	          25
"8048"	0.0000165115 	           3
"8049"	0.0000258735 	           4
"8050"	0.0000055038 	           1
"8051"	0.0000961024 	          12
"8052"	0.0000055038 	           1
"8054"	0.0000275192 	           5
"8055"	0.0000055038 	           1
"8056"	0.0000055038 	           1
"8057"	0.0000055038 	           1
"8058"	0.0000055038 	           1
"8059"	0.0000055038 	           1
"8060"	0.0000055038 	           1
"8061"	0.0000055038 	           1
"8062"	0.0000055038 	           1
"8063"	0.0000055038 	           1
"8065"	0.0000055038 	           1
"8066"	0.0000113746 	           2
"8068"	0.0000055038 	           1
"8069"	0.0000055038 	           1
"8070"	0.0000570603 	          10
"8071"	0.0000119250 	           2
"8073"	0.0000121085 	           2
"8076"	0.0000055038 	           1
"8077"	0.0000055038 	           1
"8078"	0.0000332970 	           6
"8079"	0.0000055038 	           1
"8080"	0.0000055038 	           1
"8081"	0.0000055038 	           1
"8082"	0.0000126088 	           2
"8083"	0.0000055038 	           1
"8085"	0.0000055038 	           1
"8086"	0.0000566071 	           8
"8087"	0.0000171995 	           3
"8088"	0.0000055038 	           1
"8089"	0.0001133642 	          20
"8090"	0.0001913946 	          31
"8091"	0.0000110077 	           2
"8095"	0.0000206394 	           3
"8096"	0.0000117782 	           2
"8097"	0.0000865735 	          13
"8098"	0.0000111300 	           2
"8099"	0.0001718124 	          23
"8101"	0.0000110077 	           2
"8102"	0.0001008625 	          18
"8103"	0.0000055038 	           1
"8104"	0.0000055038 	           1
"8105"	0.0000385269 	           7
"8106"	0.0000229327 	           4
"8107"	0.0002534640 	          29
"8108"	0.0000537588 	           8
"8109"	0.0000055038 	           1
"8150"	0.0000055038 	           1
"8151"	0.0000055038 	           1
"8152"	0.0000055038 	           1
"8153"	0.0000055038 	           1
"8154"	0.0000220154 	           4
"8155"	0.0000110077 	           2
"8156"	0.0000165115 	           3
"8157"	0.0000110077 	           2
"8158"	0.0001341379 	          24
"8159"	0.0000110077 	           2
"8160"	0.0000055038 	           1
"8161"	0.0000110077 	           2
"8162"	0.0000055038 	           1
"8163"	0.0000110077 	           2
"8164"	0.0000454576 	           8
"8165"	0.0000783991 	          14
"8167"	0.0000110077 	           2
"8169"	0.0000110077 	           2
"8170"	0.0001329960 	          23
"8173"	0.0000110077 	           2
"8176"	0.0000165115 	           3
"8178"	0.0000110077 	           2
"8179"	0.0000165115 	           3
"8181"	0.0000165115 	           3
"8182"	0.0000275192 	           5
"8183"	0.0000275192 	           5
"8184"	0.0000055038 	           1
"8185"	0.0000275192 	           5
"8186"	0.0000275192 	           5
"8187"	0.0000289811 	           5
"8188"	0.0000116816 	           2
"8192"	0.0000226893 	           4
"8193"	0.0000165115 	           3
"8194"	0.0000225938 	           4
"8196"	0.0000116816 	           2
"8197"	0.0000055038 	           1
"8198"	0.0000458379 	           8
"8200"	0.0000116816 	           2
"8201"	0.0000110669 	           2
"8204"	0.0000165115 	           3
"8205"	0.0000055038 	           1
"8206"	0.0000110077 	           2
"8207"	0.0000055038 	           1
"8208"	0.0000117415 	           2
"8209"	0.0000110077 	           2
"8211"	0.0000110077 	           2
"8213"	0.0000055038 	           1
"8214"	0.0000055038 	           1
"8215"	0.0000055038 	           1
"8216"	0.0000055038 	           1
"8217"	0.0000111115 	           2
"8218"	0.0000055038 	           1
"8219"	0.0000055038 	           1
"8220"	0.0000055038 	           1
"8221"	0.0000055038 	           1
"8222"	0.0000110077 	           2
"8225"	0.0000110077 	           2
"8227"	0.0000722424 	          11
"8228"	0.0000832532 	          14
"8230"	0.0001155865 	           7
"8231"	0.0000055038 	           1
"8232"	0.0000055038 	           1
"8233"	0.0000055038 	           1
"8235"	0.0000055038 	           1
"8236"	0.0000264891 	           4
"8237"	0.0000110077 	           2
"8238"	0.0000336500 	           6
"8239"	0.0000514206 	           9
"8240"	0.0000055038 	           1
"8241"	0.0000331642 	           6
"8242"	0.0000055038 	           1
"8243"	0.0000055038 	           1
"8244"	0.0000055038 	           1
"8245"	0.0000055038 	           1
"8246"	0.0000055038 	           1
"8247"	0.0000055038 	           1
"8248"	0.0000110077 	           2
"8249"	0.0000055038 	           1
"8250"	0.0000055038 	           1
"8251"	0.0000055038 	           1
"8252"	0.0000055038 	           1
"8253"	0.0000110077 	           2
"8254"	0.0000055038 	           1
"8255"	0.0000055038 	           1
"8256"	0.0000055038 	           1
"8257"	0.0000055038 	           1
"8258"	0.0000110077 	           2
"8260"	0.0000055038 	           1
"8261"	0.0000110077 	           2
"8262"	0.0000276586 	           5
"8263"	0.0000055038 	           1
"8264"	0.0000055038 	           1
"8265"	0.0000055038 	           1
"8266"	0.0000110077 	           2
"8267"	0.0000110077 	           2
"8268"	0.0000110077 	           2
"8269"	0.0000055038 	           1
"8270"	0.0000055038 	           1
"8271"	0.0000055038 	           1
"8272"	0.0000055038 	           1
"8273"	0.0000794520 	          14
"8274"	0.0000055038 	           1
"8275"	0.0000110077 	           2
"8276"	0.0000356323 	           6
"8277"	0.0000110077 	           2
"8278"	0.0000055038 	           1
"8279"	0.0000113628 	           2
"8280"	0.0000110077 	           2
"8281"	0.0000170119 	           3
"8282"	0.0000055038 	           1
"8283"	0.0000055038 	           1
"8284"	0.0000110077 	           2
"8285"	0.0000223008 	           4
"8287"	0.0000055038 	           1
"8288"	0.0000055038 	           1
"8289"	0.0000220154 	           4
"8290"	0.0000220154 	           4
"8291"	0.0000170078 	           3
"8292"	0.0000672252 	          12
"8293"	0.0000055038 	           1
"8295"	0.0000115080 	           2
"8296"	0.0000732472 	          13
"8297"	0.0000471163 	           8
"8322"	0.0000055038 	           1
"8323"	0.0001004507 	          17
"8325"	0.0000119002 	           2
"8326"	0.0000055038 	           1
"8328"	0.0000174041 	           3
"8329"	0.0000229079 	           4
"8330"	0.0000888822 	          15
"8331"	0.0000055038 	           1
"8333"	0.0000119002 	           2
"8334"	0.0000055038 	           1
"8335"	0.0001487860 	          25
"8337"	0.0000307150 	           3
"8338"	0.0000055038 	           1
"8339"	0.0000580442 	           8
"8340"	0.0000119002 	           2
"8341"	0.0000248243 	           4
"8342"	0.0000119002 	           2
"8343"	0.0000055038 	           1
"8344"	0.0000220154 	           4
"8345"	0.0000110077 	           2
"8346"	0.0000055038 	           1
"8347"	0.0000055038 	           1
"8348"	0.0000055038 	           1
"8349"	0.0000055038 	           1
"8350"	0.0000055038 	           1
"8352"	0.0000055038 	           1
"8355"	0.0000055038 	           1
"8356"	0.0000055038 	           1
"8357"	0.0000110077 	           2
"8358"	0.0000168666 	           3
"8359"	0.0000055038 	           1
"8360"	0.0000055038 	           1
"8361"	0.0000167800 	           3
"8362"	0.0000055038 	           1
"8364"	0.0000280892 	           5
"8365"	0.0000332006 	           6
"8366"	0.0000055038 	           1
"8367"	0.0000168654 	           3
"8368"	0.0000444600 	           8
"8369"	0.0000389817 	           7
"8370"	0.0000165115 	           3
"8371"	0.0000055038 	           1
"8372"	0.0000275979 	           5
"8374"	0.0000606035 	          11
"8375"	0.0000055038 	           1
"8376"	0.0000387772 	           7
"8377"	0.0000110077 	           2
"8379"	0.0000055038 	           1
"8380"	0.0000055038 	           1
"8381"	0.0000110077 	           2
"8382"	0.0000055038 	           1
"8383"	0.0000110077 	           2
"8384"	0.0000452396 	           8
"8385"	0.0001142947 	          20
"8386"	0.0000171696 	           3
"8388"	0.0000230750 	           4
"8389"	0.0000118171 	           2
"8390"	0.0000341756 	           6
"8392"	0.0000719293 	          12
"8393"	0.0000112974 	           2
"8395"	0.0000055038 	           1
